publishedAt,title,sentiment,confidence,url
2025-06-11T18:00:34Z,I just watched the world's first ‘haptic’ trailer for Apple's F1 movie and my fingers are still tingling,negative,0.9999995,https://www.techradar.com/streaming/i-just-watched-the-worlds-first-haptic-trailer-for-apples-f1-movie-and-my-fingers-are-still-tingling
2025-06-11T18:00:03Z,12k-Mile 2021 Aston Martin DBX,positive,0.9999994,https://bringatrailer.com/listing/2021-aston-martin-dbx-22/
2025-06-11T18:00:00Z,New Zealand primary exports set to hit record $60b – Ministry for Primary Industries,negative,0.99999976,https://www.nzherald.co.nz/business/companies/agribusiness/new-zealand-primary-exports-set-to-hit-record-60b-ministry-for-primary-industries/D6JNW75KRVDUNGV7DUF5SPTIMM/
2025-06-11T18:00:00Z,"Walter Brueggemann, In Memoriam - When the World We Have Trusted In Is Vanishing",neutral,0.9975164,https://onbeing.org/programs/walter-brueggemann-the-prophetic-imagination/
2025-06-11T17:59:13Z,Apple Debuts ‘F1’ Movie Haptic Trailer,positive,0.9999434,https://www.ilounge.com/news/apple/apple-debuts-f1-movie-haptic-trailer
2025-06-11T17:58:07Z,How Jason Sudeikis learned of his uncle George Wendt’s death,positive,0.96117306,https://nypost.com/2025/06/11/entertainment/how-jason-sudeikis-learned-of-his-uncle-george-wendts-death/
2025-06-11T17:55:21Z,WhatsApp Submits Evidence Supporting Apple in UK Encryption Case,positive,0.7089132,https://biztoc.com/x/0c6db01ea57833e6
2025-06-11T17:53:18Z,Rachel Brosnahan Tapped To Lead ‘Presumed Innocent’ Season 2 At Apple TV+,positive,0.52441174,https://theplaylist.net/rachel-brosnahan-to-lead-season-2-presumed-innocent-apple-tv-plus-20250611/
2025-06-11T17:52:05Z,Apple's VisionOS 26 Hands-On: Virtual Me and 3D Memories Are Stunning,negative,0.99999964,https://slashdot.org/firehose.pl?op=view&amp;id=178009941
2025-06-11T17:51:10Z,"Vivo's next Android foldable shocks during WWDC, confirms Apple Watch support",negative,0.6314831,https://www.androidcentral.com/phones/vivo/vivo-android-foldable-shocks-wwdc-apple-watch-support-confirmed
2025-06-11T17:50:00Z,"Video: Prime Video Releases Highly Anticipated Official Trailer for ""The Summer I Turned Pretty"" Final Season",positive,0.99999416,http://www.thefutoncritic.com/video/2025/06/11/video-prime-video-releases-highly-anticipated-official-trailer-for-the-summer-i-turned-pretty-final-season-23121/20250611amazon01/
2025-06-11T17:47:45Z,Package Tracking Feature to be Added to Wallet App,positive,0.70568484,https://www.ilounge.com/news/apple/package-tracking-feature-to-be-added-to-wallet-app
2025-06-11T17:47:22Z,Apple's Games App Unveiled at WWDC 2025 Closes the Book on Game Center,positive,0.63476473,https://www.cnet.com/tech/mobile/apples-games-app-unveiled-at-wwdc-2025-closes-the-book-on-game-center/
2025-06-11T17:46:40Z,Apple TV+ debuts trailer for highly anticipated third season of ‘Foundation’,positive,0.54195684,https://macdailynews.com/2025/06/11/apple-tv-debuts-trailer-for-highly-anticipated-third-season-of-foundation/
2025-06-11T17:46:22Z,"128GB 11"" Apple iPad Air M3 Wi-Fi Tablet (2025, Various Colors) $499 & More + Free Shipping",positive,0.99980897,https://slickdeals.net/f/18352354-128gb-11-apple-ipad-air-m3-wi-fi-tablet-2025-various-colors-499-more-free-shipping
2025-06-11T17:46:01Z,iOS 26 Will Have Anime-Style ChatGPT in Image Playground,positive,0.9952147,https://www.ilounge.com/news/apple/ios-26-will-have-anime-style-chatgpt-in-image-playground
2025-06-11T17:45:00Z,Who Plays Zero In ‘Stick’ On Apple TV+? Meet Lilli Kay,positive,0.99647236,https://decider.com/2025/06/11/lilly-kay-zero-stick-apple-tv/
2025-06-11T17:42:49Z,This Apple 20W USB-C Power Adapter Is Yours For Only $13 Today,positive,0.9999441,https://www.redmondpie.com/this-apple-20w-usb-c-power-adapter-is-yours-for-only-13-today/
2025-06-11T17:41:17Z,Petey USA Finds Comfort In ‘Breathing The Same Air’ On His New Single,positive,0.86575925,https://uproxx.com/indie/petey-usa-breathing-the-same-air/
2025-06-11T17:41:05Z,macOS Tahoe lets you rearrange Control Center layout and use third-party controls from Mac and iPhone apps,positive,0.9999851,https://www.idownloadblog.com/2025/06/11/apple-macos-tahoe-control-center-customizable-controls-third-party-mac-iphone-apps/
2025-06-11T17:40:00Z,Journal App Heading to iPad and Mac,positive,0.99993634,https://www.ilounge.com/news/apple/journal-app-heading-to-ipad-and-mac
2025-06-11T17:38:39Z,Apple Music to Have Pin Feature on iOS 26,positive,0.9912073,https://www.ilounge.com/news/apps/apple-music/apple-music-to-have-pin-feature-on-ios-26
2025-06-11T17:38:21Z,Save $100 Off This Amazon Kindle Scribe Before You Miss Out,positive,0.98732114,https://www.redmondpie.com/save-100-off-this-amazon-kindle-scribe-before-you-miss-out/
2025-06-11T17:36:58Z,Apple Reveals New Major Software Redesign,positive,0.9999696,https://www.ilounge.com/news/apple/apple-reveals-new-major-software-redesign
2025-06-11T17:33:56Z,"9to5Mac Daily: June 11, 2025 – New AirPods features and more",positive,0.999984,https://9to5mac.com/2025/06/11/daily-june-11-2025/
2025-06-11T17:31:29Z,This Dell PC was “possibly the best value for its price range of any Windows laptop” — now it’s $350 off,positive,0.84645784,https://www.windowscentral.com/hardware/laptops/this-dell-pc-was-possibly-the-best-value-for-its-price-range-of-any-windows-laptop-now-its-usd350-off
2025-06-11T17:31:09Z,“Opinionated Design”: Early Reactions to Apple’s Liquid Glass Design Language,positive,0.9999474,https://www.macstories.net/links/opinionated-design-early-reactions-to-apples-liquid-glass-design-language/
2025-06-11T17:30:30Z,"Apple Knows AI Isn’t What People Really Want, but It Can’t Say That",positive,0.9989504,https://gizmodo.com/apple-knows-ai-isnt-what-people-really-want-but-it-cant-say-that-2000614436
2025-06-11T17:30:00Z,I Watched Apple's WWDC With My 14-Year-Old. Here's What Actually Impressed Him,positive,0.99976116,https://uk.pcmag.com/iphone-apps/158549/i-watched-apples-wwdc-with-my-14-year-old-heres-what-actually-impressed-him
2025-06-11T17:30:00Z,I Watched Apple's WWDC With My 14-Year-Old. Here's What Actually Impressed Him,positive,0.99976116,https://me.pcmag.com/en/iphone-apps/30384/i-watched-apples-wwdc-with-my-14-year-old-heres-what-actually-impressed-him
